,T,E
329,296.3982452363563,-30032.83346774415
330,309.20896773989944,-30032.859282368456
331,322.95123775260333,-30032.256509179242
332,308.2311075599236,-30031.578863315735
333,323.1222489543135,-30031.664374413394
334,327.9333504496625,-30031.240285422886
335,327.1173329898749,-30031.80155289688
336,284.3079657151429,-30031.81125760476
337,303.05639555275434,-30031.8654919847
338,307.4687232935694,-30031.51575285089
339,323.65240146050706,-30031.36215463548
340,320.7153548553356,-30031.700670997823
341,264.1877353561889,-30032.775443448576
342,247.8401407138384,-30033.302250353543
343,274.1730059675646,-30032.572551762525
344,328.20766388487607,-30032.37410253636
345,316.94400950497834,-30032.29817416248
346,330.25254907379633,-30032.43468088198
347,324.97003923606275,-30031.64976611795
348,325.81690775939967,-30031.874842359994
349,293.55362847651475,-30032.32203394078
350,268.13291783849206,-30033.482219759386
351,304.0762134803078,-30033.23276035876
352,291.02951396058336,-30032.746005316127
353,293.6464319313666,-30032.79238700286
354,292.6134998831021,-30032.58950659389
355,282.08966964837066,-30032.42685795494
356,299.5194387756259,-30032.58608436452
357,310.182278077112,-30032.43473621377
358,314.21136166386486,-30032.51638339941
359,288.1483505043354,-30032.73157227543
360,302.7994074110969,-30032.504682393625
361,305.89980385067145,-30032.57031515457
362,274.53373098901113,-30032.946411820914
363,278.78885193824544,-30033.11424610632
364,295.5884662810882,-30032.97465851649
365,294.63645443422683,-30033.11547296213
366,289.4932577297576,-30033.446241362108
367,283.9079107696208,-30033.36024863294
368,273.1727202404348,-30033.564173640047
369,293.8523252453966,-30033.22673028584
370,275.9613387333259,-30032.897309703443
371,278.13190954883646,-30033.23015941932
372,266.22325926235317,-30033.572582246677
373,270.6509120827118,-30033.7986346514
374,286.0963280532644,-30033.677030436753
375,281.89453275411205,-30033.800841470085
376,251.7194590725434,-30033.846598774337
377,275.21568971443804,-30034.13651827971
378,270.1980625956905,-30033.012998429833
379,261.6051073091103,-30033.247742007552
380,295.0769153572282,-30033.20610414198
381,296.58416110346957,-30033.057369325637
382,287.4610742514114,-30032.461519661563
383,334.50444706203245,-30032.040095154545
384,309.5094286729822,-30031.99635680565
385,307.5131700904114,-30032.237306024224
386,286.1132484223143,-30032.543798008533
387,306.2131469310168,-30032.224648008774
388,298.9107587084174,-30032.12072178248
389,302.4954119893038,-30032.04347692506
390,323.22306833669654,-30031.9157785369
391,306.53092643790865,-30032.054652010138
392,281.90973563537347,-30031.94304229133
393,253.95653656687136,-30032.50787605835
394,290.01455635513156,-30032.417678819023
395,280.2467133421301,-30032.779236906208
396,286.81713675774836,-30032.63179772021
397,281.02191257974096,-30033.297107455233
398,277.33335891304336,-30033.25388402822
399,277.8813433277159,-30034.226612324586
400,272.772458694152,-30034.03895104563
401,291.3079994092643,-30033.145343888944
402,269.92221070656825,-30032.81867262257
403,272.0394006803157,-30033.008315889445
404,312.7085725887273,-30032.56149198548
405,287.5150373974756,-30032.598852283987
406,300.8812230706556,-30032.485881472578
407,291.3201495620393,-30032.03762047253
408,318.8544972701283,-30031.662869221447
409,308.66443058379065,-30031.644281018333
410,295.3210178242679,-30032.00473352859
411,312.3751970183773,-30032.27875004584
412,296.57128528103584,-30032.088938876655
413,307.0789901057383,-30031.697300214604
414,341.19433752347106,-30031.51859729599
415,313.1545691785548,-30031.857063906646
416,287.56743003659574,-30031.841692633112
417,292.6908615722502,-30031.997742888343
418,297.36612361245216,-30031.934447024392
419,297.1416530955728,-30032.02595541379
420,304.13678710485254,-30032.123835172915
421,307.0602383071852,-30031.961437470076
422,271.5572240549949,-30032.408954381197
423,282.80683421034206,-30032.508668803403
424,282.131683609469,-30032.646518381178
425,295.95559798612953,-30032.653047074375
426,295.74610860735896,-30032.91605866321
427,303.5243899332511,-30032.053096091644
428,308.95235344695624,-30031.967213499232
429,296.1297569355906,-30032.539349813003
430,291.4964701942167,-30032.410197687706
431,306.5793629196217,-30031.805403042825
432,299.66365015048166,-30031.8071147144
433,305.0215371779867,-30032.170236899015
434,296.4309152136446,-30032.27211006855
435,286.9865931303563,-30032.670560916973
436,295.47942408957186,-30032.528145965935
437,279.94604332109253,-30032.50349578314
438,322.9940338477221,-30032.919509569547
439,285.67674870190825,-30032.783146644906
440,321.8306886377309,-30032.24135011786
441,280.0958329168923,-30032.02516894323
442,291.02340979114797,-30032.619203683862
443,296.28871421066935,-30032.789311075438
444,298.64659586898694,-30032.832355877417
445,289.0198669544259,-30032.864239932413
446,305.43866463402765,-30032.97238466678
447,300.96819397268854,-30032.45833241144
448,295.35516301060244,-30032.35154236638
449,284.97056714582436,-30032.22450072118
450,306.7799190065679,-30032.624644409636
451,283.0325490017047,-30032.577285783715
452,275.8336788604332,-30032.810634204852
453,294.10351937596363,-30032.915808672173
454,284.7679892714111,-30033.33304390591
455,293.122312513096,-30033.15500392713
456,278.68740344212955,-30032.89996697111
457,274.4794787354681,-30032.891117623534
458,298.1860765418455,-30032.52151938026
459,303.3891058199232,-30032.054500435777
460,294.16214287088053,-30032.308885009472
461,318.51683057668066,-30031.936874403516
462,318.4596614951967,-30031.774230720715
463,297.70289089636776,-30032.09405791379
464,309.08021243502736,-30032.2589621812
465,287.81084122862086,-30032.929401675723
466,305.519286545013,-30032.987961924337
467,277.6611444959762,-30033.39028032468
468,305.73757578589147,-30032.736450691304
469,321.5159088672608,-30032.469865419305
470,322.6982355243888,-30032.569428791117
471,327.0170955699788,-30032.612634330282
472,311.29221429830034,-30032.875939915004
473,290.8125983483136,-30032.518966833566
474,301.7840702238644,-30032.940037191947
475,284.94587686915344,-30033.416519732276
476,280.764340832931,-30033.748812348018
477,276.5481356444362,-30033.718684129708
478,294.34334502638933,-30033.509466075437
479,298.56350392731173,-30033.461371170863
480,261.0025201205792,-30033.928712587993
481,333.36725832150023,-30033.33784905392
482,305.01021559077833,-30032.934189752163
483,303.294009634383,-30032.80490739948
484,292.69228247381454,-30032.181301374534
485,299.70099212375567,-30032.481969214616
486,336.6779501281327,-30032.001778348087
487,308.20073819890894,-30032.649929519845
488,313.5476065302152,-30032.114887665484
489,289.7440165531262,-30032.238846176853
490,301.68800449059125,-30031.868202592803
491,291.0054970523067,-30031.859882615627
492,312.1739990402919,-30032.17436835943
493,331.5866447809573,-30031.522665162956
494,287.0007765088943,-30032.49052141514
495,285.8834545082512,-30032.662782263527
496,293.4808061616185,-30033.001575613536
497,286.949892326796,-30033.013268629264
498,303.42778863560153,-30032.483227909088
499,303.7902412736812,-30032.749623216638
500,262.96712448458493,-30033.133861461007
501,302.3236363301673,-30032.934458788142
502,266.5314177019933,-30032.812981272837
503,289.52308528509275,-30033.15643860448
504,286.64977160740295,-30033.292201373675
505,247.8746114332446,-30033.797488612283
506,280.03026881710895,-30033.813905482246
507,299.13153806544454,-30033.595711249964
508,294.6184945628382,-30033.30732493863
509,297.1777805957689,-30033.357090054687
510,294.33635845324676,-30033.76940509259
511,288.9773609293908,-30033.507872968174
512,298.3705376346894,-30032.89389456621
513,331.7361141494092,-30031.811924395417
514,323.73244659030354,-30031.774230582545
515,324.8306603627815,-30031.936428335473
516,318.38692580710995,-30032.420567118574
517,312.46706854753825,-30032.577251236373
518,307.36261680680263,-30032.397292442274
519,292.0240591515102,-30033.151010281723
520,296.5582788833276,-30033.464261668283
521,300.5732757822156,-30033.32946158109
522,283.3266003508591,-30033.228191168393
523,307.2512367802605,-30033.0856035369
524,305.1791887402557,-30032.748355566513
525,305.7570692214151,-30033.02698252995
526,302.2244836504493,-30032.77090392556
527,288.86152189697566,-30033.372075976014
528,293.1789083979837,-30032.919224335477
529,308.16762656031284,-30032.88707940656
